Series,Code
HH & NPISH (S.14 + S.15): Unlisted UK shares (F.512N1): Asset: Current price: £m: NSA,NFYB
HH & NPISH (S.14 + S.15): Other UK equity (F.519N6): Asset: Current price: £m: NSA,NFYC
HH & NPISH (S.14 + S.15): Shares and other equity issued by the rest of the world (F.519N9): Asset: Current price: £m: NSA,NFYF
HH & NPISH (S.14 + S.15): UK mutual funds' shares (F.52N1): Asset: Current price: £m: NSA,NFYJ
HH & NPISH (S.14 + S.15): Rest of the world mutual funds' shares (F.52N9): Asset: Current price: £m: NSA,NFYK
HH & NPISH (S.14 + S.15): Non-life insurance technical reserves (F.61): Asset: Current price: £m: NSA,NFYO
HH & NPISH (S.14 + S.15): Other accounts receivable/payable (F.8): Asset: Current price: £m: NSA,NFYP
HH & NPISH (S.14 + S.15): Total net acquisition of financial liabilities (F.L): Liability: Current price: £m: NSA,NFYS
HH & NPISH (S.14 + S.15): Debt securities (F.3): Liability: Current price: £m: NSA,NFZF
HH & NPISH (S.14 + S.15): Money market instruments issued by other UK residents (F.31N6): Liability: Current price: £m: NSA,NFZR
HH & NPISH (S.14 + S.15): Loans (F.4): Liability: Current price: £m: NSA,NGAH
HH & NPISH (S.14 + S.15): Short term loans by UK monetary financial institutions (F.41N1): Liability: Current price: £m: NSA,NGAJ
HH & NPISH (S.14 + S.15): Foreign currency loans by UK banks (F.41N12): Liability: Current price: £m: NSA,NGAL
HH & NPISH (S.14 + S.15): Short term loans by rest of world (F.41N9): Liability: Current price: £m: NSA,NGAN
HH & NPISH (S.14 + S.15): Loans secured on dwellings (F.422): Liability: Current price: £m: NSA,NGAS
HH & NPISH (S.14 + S.15): Other long-term loans by UK residents (F.424N1): Liability: Current price: £m: NSA,NGAX
HH & NPISH (S.14 + S.15): Other accounts receivable/payable (F.8): Liability: Current price: £m: NSA,NGBT
MFI:FA:Total net acquisition of financial assets.,NGBW
ESA:MF:AS:FLOW:Currency and deposits,NGCA
ESA:MF:AS:FLOW:Currency,NGCB
ESA:MF:AS:FLOW:Deposits with UK MFIs,NGCD
ESA:MF:AS:FLOW:Deposits with Rest of the World MFIs,NGCH
ESA:MF:AS:FLOW:Other deposits (National Savings and tax instruments),NGCI
ESA:MF:AS:FLOW:Securities other than shares,NGCJ
ESA:MF:AS:FLOW:MMIs issued by UK general government,NGCL
ESA:MF:AS:FLOW:Sterling treasury bills,NGCM
ESA:MF:AS:FLOW:Local authority bills,NGCP
ESA:MF:AS:FLOW:MMIs issued by UK MFIs,NGCQ
ESA:MF:AS:FLOW:MMIs issued by other UK residents,NGCV
ESA:MF:AS:FLOW:MMIs issued by Rest of the World,NGCW
ESA:MF:AS:FLOW:Bonds issued by the UK central government,NGCY
ESA:MF:AS:FLOW:British government securities,NGCZ
ESA:MF:AS:FLOW:UK local authority bonds,NGDB
ESA:MF:AS:FLOW:Bonds issued by Rest of the World,NGDG
ESA:MF:AS:FLOW:Financial derivatives (net),NGDH
ESA:MF:AS:FLOW:Loans,NGDL
ESA:MF:AS:FLOW:Loans by UK MFIs (exc loans secured on dwells and fin leasing),NGDN
ESA:MF:AS:FLOW:Direct investment loans,NGDT
ESA:MF:AS:FLOW:Loans secured on dwellings,NGDW
ESA:MF:AS:FLOW:Finance leasing loans,NGEA
ESA:MF:AS:FLOW:Other loans by UK residents,NGEB
ESA:MF:AS:FLOW:Shares and other equity,NGED
ESA:MF:AS:FLOW:Quoted UK shares,NGEI
ESA:MF:AS:FLOW:Unquoted UK shares,NGEJ
ESA:MF:AS:FLOW:Rest of the World shares and other equity (inc F5191),NGEN
ESA:MF:AS:FLOW:UK mutual funds shares,NGER
ESA:MF:AS:FLOW:Prepayments of insurance pre. & reserves for outstanding claims,NGEW
ESA:MF:AS:FLOW:Other accounts receivable/payable,NGEX
ESA:LI:FLOW:Monetary financial institutions,NGFA
ESA:MF:LI:FLOW:Currency and deposits,NGFE
ESA:MF:LI:FLOW:Currency,NGFF
ESA:MF:LI:FLOW:Deposits with UK MFIs,NGFH
ESA:MF:LI:FLOW:Securities other than shares,NGFN
ESA:MF:LI:FLOW:MMIs issued by UK MFIs,NGFU
ESA:MF:LI:FLOW:Loans,NGGP
ESA:MF:LI:FLOW:Finance leasing loans,NGHE
ESA:MF:LI:FLOW:Other loans by Rest of the World,NGHG
ESA:MF:LI:FLOW:Shares and other equity,NGHH
ESA:MF:LI:FLOW:Quoted UK shares,NGHM
ESA:MF:LI:FLOW:Unquoted UK shares,NGHN
ESA:MF:LI:FLOW:Other UK equity (inc direct investment in property),NGHO
ESA:MF:LI:FLOW:Other accounts receivable/payable,NGIB
Non-financial corporations sector (S11): Currency and deposits (F.2): Flow: Asset: Current price: £m: Not seasonally adjusted,NGII
Non-financial corporations sector (S11): Currency (F.21): Flow: Asset: Current price: £million: Not seasonally adjusted,NGIJ
Non-Fin Corp (S11): Deposits with UK monetary financial institutions (F.22N1): Flow: Asset: Current price: £m: NSA,NGIL
Non-financial corporations sector (S11): Foreign currency deposits with UK banks (F.22N12): Flow: Asset: Current price: £m: NSA,NGIN
Non-Fin Corp (S11): Deposits with rest of world monetary financial institutions (F.22N9): Flow: Asset: Current price: £m: NSA,NGIP
Non-financial corporations sector (S11): Other deposits (F.29): Flow: Asset: Current price: £million: Not seasonally adjusted,NGIQ
Non-financial corporations sector (S11): Debt securities (F.3): Flow: Asset: Current price: £million: Not seasonally adjusted,NGIR
Non-Fin Corp (S11): Short-term debt securities issued by UK central government (F.31N1): Flow: Asset: Current price: £million: NSA,NGIT
Non-Fin Corp (S11): Short-term debt securities issued by UK local government (F.31N2): Flow: Asset: Current price: £m: NSA,NGIX
Non-Fin Corp (S11): Short-term debt securities issued by UK monetary financial institutions (F.31N5): Flow: Asset: CP: £m: NSA,NGIY
Non-Fin Corp (S11): Money market instruments issued by other UK residents (F.31N6): Flow: Asset: Current price: £m: NSA,NGJD
Non-Fin Corp (S11): Money market instruments issued by rest of world (F.31N9): Flow: Asset: Current price: £m: NSA,NGJE
Non-Fin Corp (S11): Long-term debt securities issued by UK central government (F.32N1): Flow: Asset: Current price: £m: NSA,NGJG
Non-Fin Corp (S11): Long-term debt securities issued by UK local government (F.32N2): Flow: Asset: Current price: £m: NSA,NGJJ
Non-financial corporations sector (S11): Long term bonds issued by the rest of the world (F.32N9): Flow: Asset: CP: £m: NSA,NGJO
Non-financial corporations sector (S11): Financial derivatives (F.71): Flow: Asset: Current price: £m: Not seasonally adjusted,NGJP
Non-financial corporations sector (S11): Loans (F.4): Flow: Asset: Current price: £million: Not seasonally adjusted,NGJT
Non-financial corporations sector (S11): Direct investment (F.421): Flow: Asset: Current price: £million: Not seasonally adjusted,NGKB
Non-Fin Corp (S11): Loans secured on dwellings (F.422): Flow: Asset: Current price: £million: Not seasonally adjusted,NGKE
Non-financial corporations sector (S11): Finance leasing (F.423): Flow: Asset: Current price: £million: Not seasonally adjusted,NGKI
Non-Fin Corp (S11): Other long-term loans by UK residents (F.424N1): Flow: Asset: Current price: £million: Not seasonally adjusted,NGKJ
Non-Fin Corp (S11): Equity and investment fund shares/units (F.5): Flow: Asset: Current price: £million: Not seasonally adjusted,NGKL
Non-financial corporations sector (S11): Listed UK shares (F.511N1): Flow: Asset: Current price: £million: Not seasonally adjusted,NGKQ
Non-financial corporations sector (S11): Unlisted UK shares (F.512N1): Flow: Asset: Current price: £m: Not seasonally adjusted,NGKR
Non-Fin Corp (S11): Shares and other equity issued by the rest of the world (F.519N9): Flow: Asset: Current price: £m: NSA,NGKV
Non-financial corporations sector (S11): UK mutual funds' shares (F.52N1): Flow: Asset: Current price: £m: Not seasonally adjusted,NGKZ
Non-Fin Corp (S11): Non-life insurance technical reserves (F.61): Flow: Asset: Current price: £m: Not seasonally adjusted,NGLE
Non-financial corporations sector (S11): Other accounts receivable/payable (F.8): Flow: Asset: CP: £m: Not seasonally adjusted,NGLF
Non-financial corporations sector (S11): Debt securities (F.3): Flow: Liability: Current price: £million: Not seasonally adjusted,NGLV
Non-Fin Corp (S11): Money market instruments issued by other UK residents (F.31N6): Flow: Liability: CP: £m: NSA,NGMH
Non-financial corporations sector (S11): Loans (F.4): Flow: Liability: Current price: £million: Not seasonally adjusted,NGMX
Non-Fin Corp (S11): Short term loans by UK monetary financial institutions (F.41N1): Flow: Liability: CP: £million: NSA,NGMZ
Non-Fin Corp (S11): Short term loans by rest of world (F.41N9): Flow: Liability: Current price: £million: Not seasonally adjusted,NGND
Non-financial corporations sector (S11): Direct investment (F.421): Flow: Liability: CP: £million: Not seasonally adjusted,NGNF
Non-financial corporations sector (S11): Finance leasing (F.423): Flow: Liability: Current price: £m: Not seasonally adjusted,NGNM
Non-financial corporations sector (S11): Other long-term loans by UK residents (F.424N1): Flow: Liability: Current price: £m: NSA,NGNN
Non-Fin Corp (S11): Long-term loans by rest of world (F.424N9): Flow: Liability: Current price: £m: Not seasonally adjusted,NGNO
Non-Fin Corp (S11): Equity and investment fund shares/units (F.5): Flow: Liability: Current price: £m: Not seasonally adjusted,NGNP
Non-financial corporations sector (S11): Listed UK shares (F.511N1): Flow: Liability: Current price: £m: Not seasonally adjusted,NGNU
Non-financial corporations sector (S11): Unlisted UK shares (F.512N1): Flow: Liability: Current price: £m: Not seasonally adjusted,NGNV
Non-financial corporations sector (S11): Other UK equity (F.519N6): Flow: Liability: Current price: £m: Not seasonally adjusted,NGNW
Non-Fin Corp (S11): Other accounts receivable/payable (F.8): Flow: Liability: Current price: £million: Not seasonally adjusted,NGOJ
Financial Corporations: Assets:Capital transfers made Capital taxes:D.91:CP NSA,NHBW
FinCos: Assets: Capital transfers made: Other capital transfers: D.99: CP NSA,NHCB
Capital Consumption (£m): S.12: TOTAL: Ind TOTAL: CP,NHCE
FinCos: Assets: Gross capital formation: Changes in inventories P.52: CP NSA,NHCI
Financial Corporations: Assets: Gross fixed capital formation: P.51: CP NSA,NHCJ
"Financial corporations: D.41 interest received, £m CP NSA",NHCK
FinCo: Property including distributed income of corporations: CP,NHCL
"Financial corporations: D.41 interest paid, £m CP NSA",NHCM
FinCo: Property including distributed income of corporations: CP: NSA,NHCN
FC: FC: Sec inc: Uses: D.5: Cur taxes on inc Total,NHCP
Financial corporations (S.12): Net Lending (+) / Net borrowing (-) (B.9N): CP £m: NSA,NHCQ
Gross Operating Surplus: Financial Corporations: Total: CP SA £m,NHCZ
Financial Corps: Primary inc: Resources: Property inc. Total: D.4: £M: CP: NSA,NHDF
Financial Corps: Prop inc Attrib to insurance policy holder D.44: £M :CP : NSA,NHDG
D.45 Rent from PNFC to FC NSA,NHDH
Financial Corps: Primary income: Uses: Property income. Tot: D.4: £M: CP: NSA,NHDI
Financial Corporations: Prim inc: Uses: Prop including Rent: D.45: CP NSA,NHDK
Financial Corporations: Sec. inc: Res: Oth cur trans Non-life ins claims: D.72,NHDN
Financial Corps: Sec. income: Uses: CURR taxes on inc Taxes on inc: £m: CP: NSA,NHDO
Financial Corps: Sec inc: Uses: Soc bens oth than soc trans: D.62: £M: CP: NSA,NHDQ
Financial Corps: FC: Sec inc: Uses: Oth CURR transfer Total: D.7: £M: CP: NSA,NHDT
FinCos: Sec inc: Uses: Oth cur trans Net non-life ins: D.71: CP NSA,NHDU
FC: FC: Cap acc: Liab: D.9: Cap trans rec Total,NHDZ
Financial Corporations:Capital transfers receivable:Other capital transfers:D.99,NHEB
FC: FC: Cap acc: Asst: D.9: Cap trans made Total,NHEC
Financial Corporations: Gross fixed capital formation: Total: CP NSA,NHEG
FC: FC: NF acc: Asst: P.53: Gross cap form Acq less disp of vals,NHEH
FinCorps:Acq less disposals of non-produced non fin assets:K.2: £M: CP: NSA,NHEI
FinCos:Other current transfers:Miscellaneous current transfers:CP NSA,NHEK
FinCo: Property including re-invested earnings on foreign investment: CP: NSA,NHEM
FinCos: Uses: Property including Reinvested earns on frgn investment: CP NSA,NHEO
FC: MF: NF acc: Asst: B.9: Net lend/net borrowing,NHFK
FC: FE: NF acc: Asst: B.9: Net lend/net borrowing,NHLW
FC: IP: NF acc: Asst: B.9: Net lend/net borrowing,NHOQ
Uses: Rest of the World: Investment Grants: D.92: CP NSA,NHQQ
"D.39 (Uses): ROW Less Other Subs on Production (UK Debits), CPNSA",NHQR
Uses: Rest of World: Other Capital Transfers: D.99: CP NSA,NHQS
UK sector (S.1): Interest (D.41): Use: Current price: £million: Not seasonally adjusted,NHQW
UK sector (S.1): Distributed income of corporations (D.42): Use: Current price: £million: Not seasonally adjusted,NHQX
UK sector (S.1): Interest (D.41): Resource: Current price: £million: Not seasonally adjusted,NHQY
UK sector (S.1): Distributed income of corporations (D.42): Resource: Current price: £million: Not seasonally adjusted,NHQZ
Rest of the world (S.2): Net lending (+) / Net borrowing (-) of the non-financial account (B.9N): Net: CP: £million: Not seasonall,NHRB
UK sector (S.1): Property income (D.4): Use: Current price: £million: Not seasonally adjusted,NHRL
Primary Income: RoW Resources: Prop. Income to ins. policy holders: D44: CP NSA,NHRM
UK sector (S.1): Rent (D.45): Use: Current price: £million: Not seasonally adjusted,NHRN
UK sector (S.1): Property income (D.4): Resource: Current price: £million: Not seasonally adjusted,NHRO
UK sector (S.1): Rent (D.45): Resource: Current price: £million: Not seasonally adjusted,NHRP
Resources: Rest of the World Non-Life Insurance Claims: D.72: CP NSA,NHRR
Uses: Rest of the World: Taxes on Income: D.51: CP NSA,NHRS
"ESA10 D.7 (Uses): ROW Other Current Transfers, CPNSA",NHRW
Uses: Rest of the World: Net Non-Life Insurance Premiums: D.71: CP NSA,NHRX
Resources: Rest of the World: Capital Transfers: D.9: CP NSA,NHRZ
Resources: Rest of the World: Investment Grants:D.9: CP NSA,NHSA
Resources: Rest of the World: Other Capital Transfers: D.99: CP NSA,NHSB
Uses: Rest of the World: Capital Transfers: D.9: CP NSA,NHSC
ROW: Changes in Net Worth Due to Saving and Capital Transfers: CP NSA,NHSD
ROW Acquisitions less Disposals of NPNF Assets: K.2: CP NSA,NHSG
Uses: Rest of the World Less Subsidies (UK Debits):D.3: CP NSA,NHSH
Uses: Rest of the World Miscellaneous Current Transfers: D.75 CP NSA,NHSI
UK sector (S.1): Reinvested earnings on foreign direct investment (D.43): Use: Current price: £million: Not seasonally adjusted,NHSJ
UK sector (S.1): Reinvested earnings on foreign direct investment (D.43): Resource: Current price: £m: Not seasonally adjusted,NHSK
Central Government: AS:LEVEL:Monetary gold and special drawing rights: CP NSA,NIFC
CG:AS:LEVEL:Monetary gold,NIFD
CG:AS:LEVEL:Special drawing rights,NIFE
Central Government:AS:LEVEL:Currency & deposits: CP NSA,NIFF
CG:AS:LEVEL:Deposits with UK Monetary FinanciaI Institutions: CP NSA,NIFI
Central government (S.1311): Foreign currency deposits with UK banks (AF.22N12): Asset: Level: Current price: £million: NSA,NIFK
CG:AS:LEVEL:Deposits with Rest of the World Monetary Financial Instruments,NIFM
Central Government:AS:LEVEL:Other deposits (National Savings & tax instruments),NIFN
Central Government:AS:LEVEL:Securities other than shares: CP NSA,NIFO
CG:AS:LEVEL:Money Market Instruments issued by Rest of the World: CP NSA,NIGB
Central Government:AS:LEVEL:UK local authority bonds: CP NSA,NIGG
Central Government:AS:LEVEL:Bonds issued by other UK residents: CP NSA,NIGK
Central Government:AS:LEVEL:Bonds issued by Rest of the World: CP NSA,NIGL
Central Government:AS:LEVEL:Total Financial Assets: CP NSA,NIGP
Central Government:AS:LEVEL:Loans: CP NSA,NIGQ
Central Government:AS:LEVEL:Loans secured on dwellings: CP NSA,NIHB
Central Government:AS:LEVEL:Other loans by UK residents: CP NSA,NIHG
Central Government:AS:LEVEL:Shares and other equity: CP NSA,NIHI
Central Government:AS:LEVEL:Quoted UK shares:CP NSA,NIHN
Central Government:AS:LEVEL:Unquoted UK shares: CP NSA,NIHO
Central Government:AS:LEVEL:Rest of the World shares & other equity (inc F5191),NIHS
Central Government:AS:LEVEL:Other accounts receivable/payable: CP NSA,NIIC
Central Government:LI:LEVEL:Currency and deposits: CP NSA,NIIJ
Central Government:LI:LEVEL:Currency: CP NSA,NIIK
Central Government:LI:LEVEL:Other deposits (National Savings & tax instruments),NIIR
Central Government:LI:LEVEL:Securities other than shares: CP NSA,NIIS
ESA:CG:LI:LEVEL:Short term - money market instruments (MMIs),NIIT
CG:LI:LEVEL:Sterling treasury bills,NIIV
CG:LI:LEVEL:ECU treasury bills,NIIW
ESA:CG:LI:LEVEL:Long term - bonds,NIJG
Central Government:LI:LEVEL:Bonds issued by the UK central government: CP NSA,NIJH
CG:LI:LEVEL:British government securities,NIJI
CG:LI:LEVEL:Other UK central government bonds - sterling & foreign currency,NIJJ
Central Government:LI:LEVEL:Total Financial Liabilities: CP NSA,NIJT
Central Government:LI:LEVEL:Loans: CP NSA,NIJU
CG:LI:LEVEL:Loans by UK MFIs (exc loans secured on dwells and fin leasing),NIJW
CG:LI:LEVEL:Loans by Rest of the World Monetary Financial Instruments: CP NSA,NIKA
Central Government:LI:LEVEL:Finance leasing loans: CP NSA,NIKJ
Central Government:LI:LEVEL:Other loans by UK residents: CP NSA,NIKK
Central Government:LI:LEVEL:Other loans by Rest of the World: CP NSA,NIKL
Central Government:LI:LEVEL:Other accounts receivable/payable: CP NSA,NILG
NPISH (S.15): Short-term debt securities issued by UK local government (AF.31N2): Level: Asset: Current price: £million: NSA,NIMC
ESA:FA:LI:LEVEL:Local authority bills,NIPG
Households (S.14): Currency and deposits (AF.2): Asset: Current price: £m: NSA,NIRV
Households (S.14): Currency (AF.21): Asset: Current price: £m: NSA,NIRW
Households (S.14): Deposits with UK monetary financial institutions (AF.22N1): Level: Asset: Current price: £m: NSA,NIRY
Households (S.14): Foreign currency deposits with UK banks (AF.22N12): Asset: Current price: £m: NSA,NISA
Households (S.14): Deposits with rest of world monetary financial institutions (AF.22N9): Asset: Current price: £m: NSA,NISC
Households (S.14): Other deposits (AF.29): Asset: Current price: £m: NSA,NISD
Households (S.14): Debt securities (AF.3): Level: Asset: Current price: £million: Not seasonally adjusted,NISE
Households (Households (S.14): Short-term debt securities issued by UK central government (AF.31N1): Asset: Current price: £m: NSA,NISG
Households (S.14): Sterling Treasury Bills (AF.31N11): Level: Asset: Current price: £million: NSA,NISH
Households (S.14): Short-term debt securities issued by UK monetary financial institutions (AF.31N5): Asset: Current price: £m:NSA,NISL
Households (S.14): Money market instruments issued by other UK residents (AF.31N6): Level: Asset: CP: £m: NSA,NISQ
Households (S.14): Long-term debt securities issued by UK central government (AF.32N1): Level: Asset: Current price: £million: NSA,NIST
Households (S.14): UK central government securities (AF.32N11): Level: Asset: Current price: £million: NSA,NISU
Households (S.14): Long-term debt securities issued by UK local government (AF.32N2): Level: Asset: CP: £m: NSA,NISW
Households (S.14): Long term bonds issued by the rest of the world (AF.32N9): Level: Asset: Current price: £million: NSA,NITB
Households (S.14): Total financial assets (AF.A): Asset: Current price: £m: NSA,NITF
Households (S.14): Loans (AF.4): Asset: Current price: £m: NSA,NITG
Households (S.14): Other long-term loans by UK residents (AF.424N1): Asset: Current price: £m: NSA,NITW
Households (S.14): Equity and investment fund shares/units (AF.5): Asset: Current price: £m: NSA,NITY
Households (S.14): Listed UK shares (AF.511N1): Asset: Current price: £m: NSA,NIUD
Households (S.14): Other UK equity (AF.519N6): Asset: Current price: £m: NSA,NIUF
Households (S.14): Shares and other equity issued by the rest of the world (AF.519N9): Asset: Current price: £m: NSA,NIUI
Households (S.14): UK mutual funds' shares (AF.52N1): Asset: Current price: £m: NSA,NIUM
Households (S.14): Rest of the world mutual funds' shares (AF.52N9): Asset: Current price: £m: NSA,NIUN
Households (S.14): Non-life insurance technical reserves (AF.61): Asset: Current price: £m: NSA,NIUR
